loan_amnt,term,int_rate,credit,emp_length,home_ownership,annual_inc,purpose,dti,bad_loans
2800, 36 months,17.57,D,6 years,RENT,28000.0,debt_consolidation,15.17,1
12000, 36 months,14.16,C,7 years,MORTGAGE,67500.0,home_improvement,17.62,0
19800, 36 months,6.03,A,2 years,MORTGAGE,166000.0,debt_consolidation,9.54,0
9000, 36 months,15.81,C,10+ years,RENT,52950.0,debt_consolidation,11.94,1
2800, 36 months,14.64,C,10+ years,MORTGAGE,49500.0,debt_consolidation,22.55,0
12000, 36 months,10.15,B,4 years,MORTGAGE,85000.0,home_improvement,17.17,0
25000, 36 months,11.99,B,< 1 year,MORTGAGE,70000.0,debt_consolidation,13.24,1
13400, 36 months,14.64,C,< 1 year,MORTGAGE,32000.0,credit_card,4.84,1
7000, 60 months,13.99,C,< 1 year,RENT,28800.0,debt_consolidation,11.79,1
2750, 36 months,15.8,C,7 years,MORTGAGE,64500.0,home_improvement,10.08,1
15000, 36 months,12.99,B,4 years,MORTGAGE,86000.0,debt_consolidation,14.3,0
16000, 60 months,21.98,E,10+ years,RENT,50000.0,debt_consolidation,29.31,1
7000, 36 months,21.18,E,10+ years,MORTGAGE,62500.0,moving,25.75,0
3500, 36 months,7.12,A,10+ years,OWN,75000.0,home_improvement,5.84,0
15000, 36 months,10.99,B,< 1 year,OWN,145000.0,debt_consolidation,8.2,0
5000, 36 months,14.27,C,2 years,MORTGAGE,37440.0,other,8.81,1
23975, 60 months,25.57,F,10+ years,OWN,57000.0,home_improvement,6.8,0
14400, 60 months,14.47,C,10+ years,MORTGAGE,74000.0,debt_consolidation,12.26,0
20000, 36 months,10.99,B,8 years,MORTGAGE,62000.0,debt_consolidation,17.64,0
22400, 60 months,22.45,F,3 years,RENT,56000.0,debt_consolidation,10.51,1
25000, 60 months,14.16,C,10+ years,MORTGAGE,67000.0,debt_consolidation,21.74,0
4800, 36 months,15.8,C,< 1 year,MORTGAGE,90000.0,debt_consolidation,8.44,1
28000, 36 months,12.99,B,4 years,RENT,317018.0,small_business,6.51,0
4800, 36 months,13.99,C,4 years,RENT,37120.0,moving,11.54,1
22250, 36 months,12.42,B,7 years,RENT,48998.0,debt_consolidation,19.76,1
13175, 36 months,18.24,D,10+ years,RENT,67000.0,debt_consolidation,8.6,0
15000, 36 months,9.67,B,4 years,MORTGAGE,96000.0,debt_consolidation,17.1,0
16800, 60 months,14.65,C,10+ years,RENT,55000.0,credit_card,24.41,1
17125, 60 months,22.15,E,4 years,MORTGAGE,64000.0,major_purchase,3.92,1
6000, 36 months,13.11,B,9 years,RENT,48000.0,debt_consolidation,17.1,1
30000, 36 months,7.62,A,9 years,MORTGAGE,125000.0,credit_card,12.56,0
5600, 36 months,15.31,C,10+ years,MORTGAGE,88000.0,debt_consolidation,1.61,0
20000, 36 months,17.57,D,8 years,MORTGAGE,125000.0,debt_consolidation,12.37,1
10400, 36 months,11.67,B,7 years,MORTGAGE,50000.0,debt_consolidation,19.32,0
14100, 36 months,15.31,C,2 years,MORTGAGE,40000.0,credit_card,10.71,1
10000, 36 months,11.99,B,10+ years,MORTGAGE,115500.0,debt_consolidation,12.45,0
14000, 36 months,11.99,B,10+ years,RENT,76000.0,debt_consolidation,9.02,0
21000, 60 months,24.5,F,10+ years,MORTGAGE,75000.0,debt_consolidation,11.97,1
11075, 60 months,21.18,E,3 years,MORTGAGE,80000.0,debt_consolidation,11.0,0
30000, 36 months,21.48,E,7 years,MORTGAGE,75000.0,debt_consolidation,20.85,1
15000, 36 months,12.49,B,10+ years,MORTGAGE,72000.0,debt_consolidation,12.92,0
23325, 60 months,23.26,F,10+ years,RENT,47000.0,debt_consolidation,22.4,1
7200, 36 months,12.49,B,9 years,MORTGAGE,57000.0,credit_card,10.46,0
12000, 36 months,18.75,D,5 years,RENT,55000.0,credit_card,26.47,1
11225, 36 months,12.49,B,10+ years,RENT,30000.0,debt_consolidation,7.96,0
4800, 36 months,18.25,D,5 years,OWN,32500.0,other,21.12,0
8800, 36 months,18.92,D,2 years,RENT,41000.0,credit_card,19.88,0
14000, 36 months,7.62,A,3 years,MORTGAGE,65000.0,credit_card,6.31,0
10625, 60 months,18.25,D,9 years,MORTGAGE,43800.0,debt_consolidation,24.9,1
25000, 36 months,14.47,C,10+ years,RENT,70000.0,debt_consolidation,15.0,0
15425, 36 months,17.57,D,8 years,OWN,43000.0,debt_consolidation,6.28,1
5000, 36 months,15.81,C,5 years,RENT,67000.0,debt_consolidation,18.01,1
12000, 36 months,10.16,B,2 years,MORTGAGE,71240.0,debt_consolidation,14.71,1
3600, 36 months,23.43,F,5 years,RENT,40000.0,debt_consolidation,8.16,1
3500, 36 months,12.99,B,8 years,MORTGAGE,32000.0,debt_consolidation,20.97,1
13925, 60 months,25.89,G,1 year,RENT,43860.0,small_business,15.46,0
16000, 36 months,9.67,B,4 years,MORTGAGE,89000.0,debt_consolidation,7.97,0
22000, 36 months,10.99,B,10+ years,MORTGAGE,103000.0,credit_card,10.32,0
16000, 60 months,18.75,D,10+ years,RENT,90000.0,debt_consolidation,32.18,1
5500, 36 months,11.99,B,6 years,RENT,60000.0,debt_consolidation,5.2,0
10075, 36 months,11.14,B,10+ years,MORTGAGE,50000.0,credit_card,27.05,1
13150, 36 months,15.61,C,10+ years,RENT,43000.0,debt_consolidation,26.68,0
25000, 36 months,10.99,B,10+ years,MORTGAGE,375000.0,credit_card,10.78,0
20000, 60 months,13.53,B,10+ years,MORTGAGE,82000.0,debt_consolidation,13.27,0
10000, 36 months,14.47,C,10+ years,MORTGAGE,50000.0,home_improvement,12.43,1
13925, 60 months,26.06,G,10+ years,MORTGAGE,60500.0,debt_consolidation,3.79,0
12500, 36 months,23.4,E,3 years,RENT,214000.0,debt_consolidation,4.83,1
15000, 60 months,18.55,D,7 years,RENT,50000.0,debt_consolidation,10.73,1
6000, 36 months,13.65,C,7 years,RENT,70000.0,debt_consolidation,11.35,0
9000, 36 months,10.16,B,10+ years,OWN,46000.0,credit_card,21.46,1
5975, 36 months,12.99,C,2 years,RENT,40000.0,debt_consolidation,4.35,0
17625, 36 months,11.14,B,4 years,RENT,45000.0,debt_consolidation,26.11,1
10500, 36 months,17.27,C,6 years,RENT,30000.0,debt_consolidation,18.28,1
10625, 36 months,15.31,C,10+ years,MORTGAGE,60000.0,debt_consolidation,4.8,1
9850, 36 months,17.27,C,6 years,RENT,51000.0,debt_consolidation,16.26,1
12000, 36 months,14.49,C,< 1 year,RENT,126500.0,debt_consolidation,14.88,0
5225, 36 months,18.25,D,10+ years,MORTGAGE,52000.0,home_improvement,13.64,1
10000, 36 months,16.29,C,2 years,RENT,29000.0,credit_card,33.85,1
6600, 36 months,16.24,C,2 years,MORTGAGE,26645.0,credit_card,30.81,0
20000, 36 months,11.99,B,6 years,MORTGAGE,125000.0,debt_consolidation,12.17,0
24625, 60 months,23.63,F,2 years,MORTGAGE,62000.0,debt_consolidation,11.13,1
19425, 60 months,24.08,F,5 years,RENT,55000.0,debt_consolidation,15.9,0
24925, 60 months,21.0,E,8 years,MORTGAGE,66325.0,debt_consolidation,23.23,1
3200, 36 months,8.9,A,6 years,MORTGAGE,110000.0,debt_consolidation,20.32,1
12000, 36 months,15.31,C,1 year,RENT,40000.0,house,18.92,1
12000, 36 months,9.76,B,10+ years,MORTGAGE,75000.0,debt_consolidation,21.51,1
5750, 36 months,13.67,B,2 years,RENT,31000.0,vacation,5.65,1
19500, 36 months,10.65,B,8 years,OWN,65004.0,debt_consolidation,19.41,1
15875, 60 months,24.5,F,1 year,MORTGAGE,53000.0,debt_consolidation,20.29,1
15600, 60 months,14.98,C,1 year,MORTGAGE,75000.0,credit_card,17.42,0
6000, 36 months,10.99,B,10+ years,RENT,36000.0,debt_consolidation,17.0,0
16000, 60 months,21.49,E,10+ years,RENT,72000.0,debt_consolidation,15.8,1
14375, 60 months,17.57,D,10+ years,OWN,63000.0,home_improvement,21.91,0
15000, 36 months,7.69,A,1 year,OWN,85000.0,credit_card,29.74,0
25200, 60 months,18.92,D,10+ years,MORTGAGE,110000.0,debt_consolidation,8.5,0
10200, 36 months,16.29,C,8 years,MORTGAGE,68000.0,credit_card,34.52,1
5000, 36 months,13.11,B,8 years,RENT,36000.0,debt_consolidation,11.83,1
9000, 36 months,17.27,C,2 years,MORTGAGE,80000.0,debt_consolidation,18.42,1
34750, 36 months,13.65,C,2 years,RENT,140000.0,debt_consolidation,11.67,1
2000, 36 months,22.4,E,10+ years,RENT,49000.0,vacation,21.28,1
3325, 36 months,15.61,C,9 years,MORTGAGE,74000.0,debt_consolidation,18.42,0
25000, 60 months,21.18,E,6 years,MORTGAGE,140000.0,debt_consolidation,15.8,0
17000, 60 months,14.65,C,10+ years,MORTGAGE,55000.0,credit_card,18.31,1
25000, 36 months,15.61,C,10+ years,MORTGAGE,100000.0,debt_consolidation,20.83,0
4200, 36 months,14.33,C,2 years,MORTGAGE,46500.0,other,9.14,1
25000, 60 months,14.64,C,10+ years,MORTGAGE,138000.0,debt_consolidation,19.09,0
4775, 36 months,19.52,E,< 1 year,OWN,40000.0,debt_consolidation,13.53,1
7425, 36 months,16.99,D,5 years,RENT,110000.0,credit_card,5.75,0
25000, 36 months,9.67,B,3 years,RENT,100000.0,debt_consolidation,16.84,0
4725, 36 months,14.64,C,3 years,RENT,65000.0,debt_consolidation,14.73,1
7200, 36 months,17.27,D,10+ years,MORTGAGE,70000.0,credit_card,10.82,1
5000, 36 months,8.9,A,6 years,OWN,76000.0,credit_card,13.56,1
8000, 36 months,8.9,A,9 years,MORTGAGE,130000.0,debt_consolidation,12.78,1
15000, 60 months,19.99,E,1 year,MORTGAGE,45000.0,debt_consolidation,21.17,1
14600, 36 months,13.53,B,1 year,MORTGAGE,42000.0,credit_card,23.9,0
5400, 36 months,11.67,B,< 1 year,MORTGAGE,40000.0,credit_card,11.04,0
14000, 36 months,11.99,B,10+ years,RENT,65000.0,debt_consolidation,12.22,0
8000, 36 months,18.25,D,8 years,RENT,62000.0,debt_consolidation,16.96,0
25000, 60 months,16.59,D,10+ years,MORTGAGE,111408.0,medical,8.05,0
10000, 36 months,12.12,B,1 year,RENT,48000.0,debt_consolidation,9.08,1
27300, 60 months,25.89,G,8 years,RENT,65000.0,credit_card,25.3,1
1400, 36 months,7.9,A,10+ years,MORTGAGE,65000.0,debt_consolidation,21.77,1
12000, 36 months,13.65,C,2 years,RENT,80000.0,credit_card,18.02,0
9750, 36 months,17.77,D,10+ years,RENT,35000.0,debt_consolidation,18.14,1
2000, 36 months,8.9,A,3 years,RENT,25000.0,debt_consolidation,17.33,1
5000, 60 months,14.16,C,4 years,MORTGAGE,55000.0,credit_card,21.19,0
9000, 36 months,18.49,D,2 years,MORTGAGE,46000.0,debt_consolidation,27.47,1
13000, 36 months,15.31,C,8 years,MORTGAGE,49000.0,credit_card,19.22,1
11000, 36 months,19.72,D,2 years,RENT,36000.0,credit_card,24.4,1
10500, 36 months,10.99,B,7 years,MORTGAGE,45000.0,debt_consolidation,28.11,1
8000, 36 months,12.99,B,9 years,MORTGAGE,47000.0,debt_consolidation,17.72,0
8000, 36 months,21.99,E,10+ years,MORTGAGE,79000.0,house,0.93,1
5000, 36 months,15.61,C,10+ years,OWN,52000.0,major_purchase,18.21,0
7875, 36 months,17.57,D,4 years,MORTGAGE,44000.0,debt_consolidation,19.91,0
31300, 60 months,19.99,E,2 years,MORTGAGE,131150.0,debt_consolidation,25.87,1
24000, 36 months,11.99,B,3 years,MORTGAGE,260000.0,debt_consolidation,16.39,0
23925, 36 months,14.16,C,3 years,RENT,57000.0,debt_consolidation,26.86,0
12000, 36 months,9.67,B,4 years,RENT,95000.0,credit_card,10.76,0
11700, 36 months,14.47,C,2 years,RENT,75000.0,credit_card,7.89,1
9450, 36 months,13.11,B,2 years,OWN,19000.0,debt_consolidation,23.77,1
35000, 36 months,22.95,F,10+ years,MORTGAGE,105000.0,debt_consolidation,4.53,1
4575, 36 months,14.33,C,< 1 year,RENT,16640.0,car,18.28,1
25000, 36 months,13.67,B,10+ years,MORTGAGE,150000.0,credit_card,22.95,1
6700, 36 months,15.31,C,1 year,RENT,150000.0,credit_card,1.9,0
3000, 36 months,15.81,C,< 1 year,RENT,19200.0,debt_consolidation,20.87,1
8000, 36 months,13.11,B,3 years,MORTGAGE,65000.0,debt_consolidation,11.58,1
14000, 36 months,16.59,D,10+ years,MORTGAGE,35000.0,debt_consolidation,16.63,0
18000, 36 months,20.99,E,10+ years,MORTGAGE,83665.0,home_improvement,9.09,0
15850, 36 months,19.05,D,3 years,RENT,40000.0,other,18.36,1
10000, 36 months,14.64,C,3 years,RENT,30000.0,debt_consolidation,33.64,1
6000, 36 months,18.25,D,2 years,MORTGAGE,90000.0,debt_consolidation,8.13,0
4000, 36 months,16.24,C,10+ years,OWN,86000.0,home_improvement,29.61,0
8000, 36 months,9.17,B,10+ years,MORTGAGE,110000.0,major_purchase,21.59,0
13150, 60 months,22.47,E,3 years,MORTGAGE,55000.0,wedding,20.75,1
15000, 60 months,13.98,C,10+ years,MORTGAGE,90000.0,credit_card,16.35,1
10000, 36 months,19.05,D,6 years,RENT,57200.0,credit_card,9.06,1
19000, 60 months,18.25,D,10+ years,MORTGAGE,42000.0,home_improvement,5.31,1
9000, 36 months,13.53,B,7 years,MORTGAGE,75000.0,debt_consolidation,21.76,0
7500, 36 months,14.49,C,9 years,RENT,60000.0,debt_consolidation,19.76,0
6000, 36 months,7.9,A,2 years,OWN,40000.0,credit_card,13.88,1
22000, 60 months,20.2,E,10+ years,RENT,73500.0,debt_consolidation,15.31,0
20000, 60 months,17.99,D,5 years,RENT,41000.0,debt_consolidation,21.18,1
16500, 36 months,12.99,B,< 1 year,OWN,52000.0,debt_consolidation,21.99,0
7200, 36 months,16.59,D,9 years,MORTGAGE,106000.0,debt_consolidation,3.75,0
11000, 36 months,15.31,C,10+ years,RENT,33400.0,debt_consolidation,22.81,1
7500, 36 months,10.99,B,1 year,MORTGAGE,107000.0,debt_consolidation,9.5,0
21000, 36 months,7.9,A,10+ years,RENT,136000.0,credit_card,12.85,0
5000, 36 months,11.67,B,10+ years,MORTGAGE,36000.0,debt_consolidation,21.47,0
14000, 36 months,18.25,D,4 years,OWN,55000.0,home_improvement,26.29,1
10975, 36 months,12.12,B,< 1 year,OWN,32000.0,credit_card,26.03,1
8000, 36 months,14.16,C,1 year,RENT,40000.0,debt_consolidation,17.22,0
20000, 36 months,12.99,B,4 years,MORTGAGE,94000.0,debt_consolidation,6.6,0
27050, 60 months,23.63,F,< 1 year,RENT,89000.0,debt_consolidation,27.59,1
27300, 60 months,17.57,D,10+ years,RENT,83000.0,debt_consolidation,29.99,1
24000, 60 months,10.99,B,10+ years,MORTGAGE,59000.0,debt_consolidation,20.32,0
9750, 36 months,10.74,B,5 years,RENT,20000.0,other,1.14,1
19500, 36 months,12.12,B,5 years,RENT,60000.0,debt_consolidation,7.22,1
20000, 60 months,13.67,B,10+ years,MORTGAGE,58000.0,major_purchase,15.58,1
9000, 36 months,17.57,D,< 1 year,MORTGAGE,63000.0,other,9.19,0
18000, 36 months,11.99,B,9 years,RENT,85000.0,debt_consolidation,14.22,0
6000, 36 months,8.39,A,10+ years,MORTGAGE,36000.0,other,26.2,0
30000, 60 months,18.25,D,3 years,RENT,80000.0,debt_consolidation,25.85,0
15000, 60 months,15.31,C,1 year,OWN,42500.0,debt_consolidation,10.87,0
26375, 60 months,19.99,E,4 years,RENT,60000.0,debt_consolidation,19.32,1
14075, 36 months,16.99,D,6 years,MORTGAGE,67000.0,debt_consolidation,11.55,1
11000, 36 months,10.15,B,10+ years,MORTGAGE,97000.0,credit_card,11.21,0
15000, 36 months,18.49,D,10+ years,OTHER,41016.0,credit_card,16.35,1
22750, 60 months,23.13,F,8 years,RENT,46000.0,debt_consolidation,18.73,1
10000, 36 months,10.16,B,10+ years,MORTGAGE,74000.0,debt_consolidation,25.88,1
12000, 60 months,13.65,C,10+ years,MORTGAGE,58000.0,credit_card,10.86,0
10000, 36 months,13.53,B,5 years,RENT,90000.0,credit_card,23.51,0
35000, 60 months,17.57,D,10+ years,MORTGAGE,150000.0,debt_consolidation,18.04,0
35000, 36 months,12.99,B,9 years,RENT,130000.0,debt_consolidation,4.88,0
30000, 60 months,16.29,D,1 year,RENT,76000.0,debt_consolidation,13.78,0
12800, 36 months,20.5,E,10+ years,OWN,51000.0,house,14.61,1
35000, 60 months,24.5,F,10+ years,MORTGAGE,110000.0,credit_card,4.76,0
14000, 36 months,17.99,D,< 1 year,RENT,50000.0,credit_card,12.86,1
20000, 60 months,14.49,C,10+ years,MORTGAGE,110000.0,credit_card,12.98,0
5000, 36 months,19.05,D,1 year,OWN,25000.0,debt_consolidation,8.98,1
12875, 36 months,15.31,C,10+ years,MORTGAGE,61000.0,debt_consolidation,14.07,1
5400, 36 months,14.33,C,10+ years,MORTGAGE,49000.0,debt_consolidation,19.44,1
18000, 60 months,25.8,G,6 years,MORTGAGE,52000.0,major_purchase,23.33,1
12000, 36 months,10.99,B,2 years,RENT,60000.0,credit_card,10.68,0
6450, 36 months,12.12,B,7 years,MORTGAGE,61800.0,debt_consolidation,24.89,1
16000, 36 months,13.99,C,7 years,OWN,35500.0,debt_consolidation,18.63,1
20000, 60 months,21.98,E,10+ years,RENT,76410.0,debt_consolidation,16.49,1
7200, 36 months,15.61,C,7 years,RENT,33100.0,debt_consolidation,30.75,1
5500, 36 months,10.16,B,2 years,MORTGAGE,50000.0,house,15.1,1
7375, 60 months,9.76,B,6 years,OWN,45000.0,debt_consolidation,27.42,1
22400, 36 months,11.14,B,4 years,RENT,104000.0,debt_consolidation,14.33,1
31825, 36 months,10.16,B,10+ years,MORTGAGE,71000.0,debt_consolidation,19.91,1
3000, 36 months,19.72,D,10+ years,MORTGAGE,74000.0,wedding,22.44,1
11000, 36 months,11.67,B,10+ years,MORTGAGE,54632.0,credit_card,18.52,0
14800, 36 months,18.25,D,4 years,MORTGAGE,70000.0,vacation,25.89,0
20000, 60 months,17.27,C,2 years,RENT,60000.0,debt_consolidation,28.08,1
16000, 60 months,19.99,E,2 years,RENT,175000.0,debt_consolidation,6.8,1
10600, 36 months,18.25,D,10+ years,RENT,50295.0,credit_card,6.47,0
7200, 60 months,22.95,F,10+ years,RENT,118200.0,other,18.53,1
16425, 60 months,13.65,C,9 years,MORTGAGE,36554.0,credit_card,17.01,1
3200, 36 months,17.27,C,10+ years,RENT,48500.0,major_purchase,26.18,1
7000, 36 months,17.57,D,6 years,MORTGAGE,65000.0,home_improvement,6.85,0
1000, 36 months,20.2,E,2 years,RENT,60000.0,other,13.88,0
5000, 36 months,12.99,B,10+ years,OWN,48000.0,home_improvement,12.55,0
7000, 36 months,6.62,A,4 years,MORTGAGE,60000.0,credit_card,12.9,0
5800, 36 months,13.11,B,< 1 year,RENT,20000.0,debt_consolidation,28.44,1
5400, 36 months,14.16,C,3 years,RENT,36000.0,debt_consolidation,25.33,1
29450, 60 months,25.99,G,2 years,MORTGAGE,107000.0,debt_consolidation,14.69,0
6400, 36 months,14.64,C,2 years,MORTGAGE,70000.0,debt_consolidation,17.73,0
5825, 36 months,12.69,B,< 1 year,MORTGAGE,70000.0,debt_consolidation,13.55,1
17050, 36 months,7.69,A,1 year,RENT,90000.0,debt_consolidation,8.96,0
4000, 36 months,15.61,C,2 years,MORTGAGE,65000.0,other,17.78,0
27050, 60 months,19.99,E,< 1 year,RENT,55000.0,debt_consolidation,18.47,1
20000, 60 months,23.83,F,10+ years,RENT,70000.0,debt_consolidation,12.79,1
12900, 36 months,10.99,B,9 years,MORTGAGE,42000.0,debt_consolidation,13.86,0
9600, 36 months,7.9,A,3 years,OWN,89100.0,debt_consolidation,6.66,0
7200, 36 months,7.9,A,10+ years,MORTGAGE,65000.0,debt_consolidation,23.57,0
23675, 60 months,19.05,D,8 years,MORTGAGE,92000.0,credit_card,18.93,1
16500, 60 months,11.67,B,10+ years,OWN,115000.0,home_improvement,32.8,0
7700, 36 months,22.45,E,10+ years,RENT,29000.0,debt_consolidation,21.81,0
10000, 36 months,11.99,B,2 years,MORTGAGE,40200.0,debt_consolidation,17.4,0
7750, 36 months,15.8,C,5 years,MORTGAGE,35100.0,debt_consolidation,24.65,1
15000, 60 months,21.0,E,5 years,RENT,52000.0,debt_consolidation,28.2,1
7200, 36 months,12.49,B,3 years,RENT,82000.0,credit_card,7.65,0
28000, 36 months,14.47,C,8 years,MORTGAGE,210000.0,debt_consolidation,18.37,0
15000, 36 months,18.25,D,10+ years,MORTGAGE,57000.0,debt_consolidation,12.53,0
31300, 60 months,15.8,C,10+ years,MORTGAGE,70000.0,home_improvement,6.7,1
4500, 36 months,16.29,D,6 years,RENT,55000.0,debt_consolidation,15.19,1
6000, 36 months,10.16,B,7 years,RENT,22000.0,debt_consolidation,20.56,1
3575, 36 months,19.47,D,10+ years,RENT,30000.0,debt_consolidation,16.28,0
8400, 36 months,9.67,B,8 years,MORTGAGE,50000.0,debt_consolidation,26.57,0
4000, 36 months,14.09,B,5 years,RENT,60000.0,debt_consolidation,8.36,1
7550, 36 months,12.12,B,8 years,MORTGAGE,45000.0,credit_card,33.47,1
19000, 60 months,14.47,C,10+ years,MORTGAGE,85000.0,debt_consolidation,13.14,0
3500, 36 months,20.5,E,5 years,MORTGAGE,57200.0,medical,16.93,1
8750, 36 months,12.12,B,3 years,MORTGAGE,41600.0,debt_consolidation,33.61,1
10000, 36 months,15.8,C,10+ years,MORTGAGE,72000.0,debt_consolidation,14.15,1
4375, 36 months,18.92,D,2 years,RENT,25000.0,debt_consolidation,7.15,0
20000, 36 months,13.53,B,10+ years,MORTGAGE,72000.0,credit_card,9.98,0
20000, 36 months,12.99,B,< 1 year,RENT,80000.0,debt_consolidation,34.14,0
16000, 60 months,18.55,D,6 years,RENT,55000.0,debt_consolidation,9.51,1
23675, 36 months,7.9,A,2 years,OWN,60000.0,home_improvement,9.0,1
8000, 36 months,7.9,A,10+ years,MORTGAGE,127000.0,home_improvement,24.2,1
13700, 36 months,15.31,C,5 years,RENT,50000.0,debt_consolidation,22.25,1
6500, 36 months,6.62,A,10+ years,MORTGAGE,50000.0,debt_consolidation,6.89,0
4000, 36 months,15.61,C,< 1 year,OWN,47000.0,home_improvement,24.39,1
35000, 60 months,22.95,F,10+ years,RENT,110000.0,debt_consolidation,19.83,1
28000, 60 months,17.57,D,10+ years,MORTGAGE,73000.0,debt_consolidation,28.37,0
26975, 36 months,18.25,D,10+ years,MORTGAGE,90000.0,debt_consolidation,23.4,0
12000, 36 months,12.85,B,9 years,MORTGAGE,93000.0,debt_consolidation,20.08,0
6600, 36 months,9.67,B,7 years,MORTGAGE,46000.0,debt_consolidation,7.44,0
6375, 36 months,16.99,D,10+ years,MORTGAGE,90000.0,credit_card,10.04,0
30550, 60 months,23.33,F,10+ years,MORTGAGE,150000.0,small_business,3.6,1
6000, 36 months,17.77,D,2 years,RENT,40000.0,credit_card,5.61,1
11200, 36 months,9.67,B,6 years,MORTGAGE,55494.0,debt_consolidation,7.01,0
17400, 60 months,17.27,C,8 years,MORTGAGE,65000.0,debt_consolidation,14.28,1
4750, 36 months,14.09,B,6 years,MORTGAGE,30000.0,credit_card,6.8,1
13475, 60 months,18.92,D,3 years,RENT,41000.0,debt_consolidation,27.84,1
4000, 36 months,15.61,C,10+ years,RENT,50000.0,major_purchase,17.33,0
3600, 36 months,14.64,C,10+ years,RENT,47000.0,credit_card,19.41,0
23850, 36 months,19.99,E,5 years,RENT,99600.0,debt_consolidation,17.74,1
2800, 36 months,10.99,B,10+ years,RENT,43000.0,debt_consolidation,13.76,0
8000, 36 months,11.99,B,5 years,MORTGAGE,45600.0,credit_card,1.33,0
1400, 36 months,8.9,A,1 year,RENT,30000.0,vacation,22.04,1
16450, 60 months,22.78,F,10+ years,RENT,69300.0,debt_consolidation,27.88,1
12000, 36 months,8.9,A,< 1 year,RENT,160000.0,debt_consolidation,4.84,0
12000, 36 months,15.31,C,8 years,RENT,73000.0,moving,5.38,1
